County,Population,Death_Rate,Incidence_Rate,Median_Income,Poverty_Percent,Median_Age,Median_Age_Male,Median_Age_Female,Average_Household_Size,Percentage_Married_Households,Percentage_No_High_School_Age_18_24,Percentage_High_School_Age_18_24,Percentage_Bachelor_Degree_Age_18_24,Percentage_High_School_Age_25_Over,Percentage_Bachelor_Degree_Age_25_Over,Percentage_Unemployed_Age_16_Over,Percentage_Private_Coverage,Percentage_Employed_Private_Coverage,Percentage_Public_Coverage,Percentage_Public_Coverage_Alone,Percentage_White,Percentage_Black,Percentage_Asian,Percentage_Other_Race
"Bacon County, Georgia",11299,192,378.7,34201,25.9,37.1,35.6,37.9,2.71,52.49303974,42.3,29,4.6,40.5,7.9,4.4,51.6,34.4,39.2,26.2,77.93619676,14.95277134,1.220816254,4.330778827
"Bryan County, Oklahoma",44884,191.7,440.5,38187,19.1,37.1,35.7,38.6,2.58,47.96176046,15.2,29.5,8,33.4,13.5,8.1,57.6,32.1,38.9,19.6,74.18130582,1.94532191,0.497693339,3.088425789
"Candler County, Georgia",10886,174.8,372.4,31829,29.1,37.1,36,37.4,2.75,44.56382707,37.6,28.4,5.5,34.9,10.2,8.1,44,25.1,41.3,25.7,66.76638564,24.35862569,3.118484272,4.732118575
"Clark County, Wisconsin",34445,157.6,455.2,45316,16,37.1,36.4,38.4,2.65,57.41970774,37.3,35.4,2.7,43.3,8.4,4.8,56.6,34.1,34,17.6,97.12034301,0.402688452,0.446144041,0.625760473
"Lauderdale County, Tennessee",26936,218.3,484.4,33595,24.8,37.1,35.2,39.3,2.5,41.51020408,24.2,54.3,3.6,44.5,5.8,13.4,50.8,33.6,45.2,29.6,61.85875232,35.09315638,0.477631531,1.122981004
"Linn County, Iowa",219916,169.4,474.8,62700,9.3,37.1,36,38,2.42,48.9784466,9.9,23.8,10.6,27.2,21.6,4.8,78.1,56.9,28.8,13.8,89.7465842,4.222211965,1.986244461,0.938884786
"Moffat County, Colorado",12937,164.1,403.9,56193,11.2,37.1,35.9,38.1,2.6,51.42398716,21.5,52.9,1.7,40.3,11.1,5.9,64.1,45.2,31,17.2,93.06243806,0.487916444,0.853853778,1.677212777
"Orange County, California",3169776,143.8,418.6,76061,12.9,37.1,35.8,38.4,3.04,54.60626758,11.5,27,11.2,17.7,24.4,7.6,65,47.4,27.9,18.3,63.22067964,1.662864333,18.94508754,11.8168115
"Pennington County, South Dakota",108702,159.7,442.5,48379,14.1,37.1,35.8,38.7,2.46,47.95056395,12.9,31,5.7,28.1,18.6,4.8,69.1,40.2,32.9,15.7,82.96460386,1.282933497,1.081208465,0.623085262
"Prince George County, Virginia",37862,172.1,437,61792,10.5,37.1,36,38.3,3.03,61.87173482,12.5,36.2,5,33.4,14,10.6,80.5,44.9,25.2,9,59.75922953,32.070626,2.09470305,2.070626003
"Providence County, Rhode Island",633473,173.6,473.3,47278,18.3,37.1,35.4,38.7,2.53,39.9972302,12.3,27.7,11.7,28.8,16.2,9.5,63.9,45.9,35.7,21.3,73.46790196,9.604272443,4.081788031,8.934601616
"Summit County, Colorado",30257,87.6,259,68352,9.7,37.1,36.5,38.5,2.82,49.62042788,12.8,28.5,22.8,17.2,32.3,4.7,68.3,39.6,16.5,8.7,89.67519005,1.154111956,0.932964755,5.946786455
"Union County, Kentucky",15050,195.5,457.7,44119,18.9,37.1,33.7,42.2,2.43,50.4494786,29.8,43.5,2.3,40.2,6.1,7.8,60.9,41.7,38.7,22.5,84.56202933,12.94094332,0.158541419,0.039635355
"Ventura County, California",850536,146.1,432.7,74967,11.5,37.1,35.8,38.4,3.08,55.71050939,13.7,27.4,7.9,19,20,8.6,66.8,47.3,29.1,17.1,78.82112144,1.791437777,7.077267424,7.154571716
"Whitley County, Kentucky",36129,240.1,531.3,31086,29.8,37.1,35.6,38.1,2.6,50.09153318,10.7,45.3,9.4,37.1,8.9,10.2,48.5,31.7,48.8,33.2,96.633514,0.905179639,0.357601833,0.419064648
"Adair County, Oklahoma",22004,220.9,416.8,31386,27.2,37,36.4,38.2,2.78,51.95783133,24.4,47.6,2.8,42.6,10,7.9,38.6,26.6,41.9,29.4,44.2885411,0.296815974,0.589134736,0.98938658
"Caddo County, Oklahoma",29343,211.4,429.4,39933,23.5,37,35.7,40.1,2.77,49.32366203,25.5,41.9,2.9,41.2,11.3,9.5,51.1,32,37.2,21.4,63.08526869,2.742837769,0.261061197,3.776911341
"Cheyenne County, Colorado",1829,124.5,373.7,52273,13.4,37,37.3,36.5,2.63,52.35531629,22.4,23.6,10.3,33.6,17.3,9.3,61,39,26.3,16.8,96.3036963,0.2997003,1.548451548,0.2997003
"Collingsworth County, Texas",3044,187.2,389.8,38655,19.3,37,36.1,39.4,2.7,58.61136159,51.4,15.1,22.2,32.7,10.9,5.2,50.6,30.7,37.1,21.6,83.78024853,3.466317855,0.196206671,9.123610203
"Douglas County, Washington",40534,157.4,449.9,51151,15.5,37,36.1,38.3,2.76,59.49197861,18.9,38.9,1.8,27.7,12.8,6.5,55.3,37.2,40.7,26,73.33771055,0.3409177,0.742442991,21.15709993
"Gordon County, Georgia",56574,191.7,478.8,43880,17.8,37,35.5,38.6,2.83,55.57090946,27.2,36.2,2.8,35.7,8.1,8.3,56.1,41,33.9,21.4,90.25568538,4.525040706,1.082502818,2.52822559
"Gray County, Texas",23210,178.7,512.8,49012,14.2,37,36.5,38.2,2.59,52.31515152,19.5,31.5,3.2,33,9.8,5.4,59.6,41.3,32.5,17.2,85.83735805,4.755688988,0.43945525,4.681721272
"Hamilton County, Ohio",807598,185.1,467.1,48973,17.6,37,35.4,38.7,2.37,39.24670876,12.6,31.3,13,27.1,21.5,8.8,68.1,50.8,32.7,20.4,68.75480295,25.64530449,2.242991119,0.735021649
"Juneau City and Borough, Alaska",32756,166.3,390.1,80835,7.9,37,36.6,37.4,2.62,49.38088162,15.7,42.9,7.9,21.1,24.5,5.2,75.3,54.4,21.6,8.7,68.99572715,1.269558268,6.811963973,1.186560512
"Kent County, Delaware",173533,190.7,527.2,54271,14.1,37,35.1,38.4,2.71,50.31450694,15.5,25.9,7.6,33.5,14.1,8.4,69.2,42.1,38.7,20.5,67.20882077,24.31198343,2.091334383,1.491956179
"Lassen County, California",31345,169.9,365.7,49995,19.4,37,34.7,44.2,2.24,51.50922015,32,34,1.2,28.8,8.1,10.9,66.6,45,38.6,20.3,74.88129882,8.543421657,1.510185327,7.802113647
"Madison County, Mississippi",103465,292.5,460.5,66671,13.1,37,35.4,37.8,2.65,51.2302261,15.4,22.5,10.9,16,26.7,5.4,75.2,51.2,26.6,13.5,56.73240055,38.23775973,2.318317,1.872218119
"McDonald County, Missouri",22643,201.2,334,34863,22.2,37,36.1,37.8,2.71,52.00769416,32.4,29.3,3.7,34.2,8.4,8.7,50.7,34.7,37,22.8,89.43900189,1.541976014,1.37503844,0.751219084
"Mobile County, Alabama",415395,205.1,475.8,42943,19.6,37,35.7,38.3,2.62,44.46454977,19.7,32.2,8.1,32.8,14.6,9.8,62.4,41.6,35.1,20.6,60.00371755,35.04517792,1.966923435,0.671332115
"Pontotoc County, Mississippi",30908,180.8,468.2,40198,17.7,37,35,39.2,2.87,50.87269968,14.9,30.8,6.4,34.7,9.5,6.6,56.6,38.6,35.1,21,79.54582692,15.17514828,0.344070518,3.630763181
"Santa Cruz County, California",274146,145.4,450.4,64257,16.1,37,35.9,38.3,2.72,47.95784899,8.5,21.9,8.7,15.5,23.2,7.6,68.3,45.6,29.9,17.8,80.54538432,0.941406279,4.403256115,8.990337124
"Somerset County, Maryland",25768,216.5,511.9,38376,25.5,37,36.2,38.6,2.26,37.85330948,12.6,24.6,1.2,43.2,9.1,8.2,56.2,37.3,46.8,30.8,52.74441878,41.78598922,1.058506543,1.454965358
"Tipton County, Tennessee",61870,208.4,484.6,52339,15.4,37,36,38.1,2.82,54.51216686,14.8,44.9,3.7,39,9.6,10.6,67.8,46.5,32,18.9,78.18529688,18.15513831,0.760450109,0.251321464
"Winchester city, Virginia",27284,192.8,401.9,44537,13.4,37,35.3,39.7,2.47,38.67835596,8.9,30.6,6.7,30.4,15.3,6.7,65.6,42.7,29,15,80.64266784,10.62279152,2.399882214,2.723792697
"Carroll County, Kentucky",10699,217.3,503.6,43615,20.4,36.9,35.3,38.8,2.63,45.73721163,18.5,60.8,4.7,44,6.3,13.2,54.9,42.3,39.3,25.2,92.73314866,2.576177285,0.073868883,2.336103416
"Carver County, Minnesota",98741,148.8,372,88500,4.8,36.9,36.1,37.6,2.76,64.90514511,13.1,26.7,14.5,21.2,32,3.8,87.5,68.6,17,7.4,93.04706681,1.187901583,2.522070731,0.607010395
"Cumberland County, New Jersey",155854,189.6,511.3,45438,19.5,36.9,35.6,38.8,2.86,43.66264295,17.6,40.9,7.5,39.4,10.5,11.1,59.4,43.4,38.4,24,63.05218582,20.47441653,1.346833508,10.27796351
"Emanuel County, Georgia",22708,205,438.2,30119,32.7,36.9,35.1,38.8,2.68,41.49092693,19.7,38.1,4.6,40.2,6.1,13.2,43.4,29.7,43.1,29.4,61.08838151,34.09000924,0.347543003,2.789142581
"Essex County, New Jersey",797434,161.8,450.6,54603,16.7,36.9,35.4,38.4,2.77,39.00426129,13.7,29,11.1,28.7,19.8,13,59.9,46.3,31.7,21.1,41.9237275,39.89456916,4.912652585,10.20503809
"Greene County, Mississippi",13522,171.2,355.4,39615,23.6,36.9,36.3,39.6,2.59,52.53588517,20.9,39.9,1.8,36.7,5.6,12.6,54.9,36.4,39.2,23.3,72.04331517,25.81215939,0,0.375115012
"Guilford County, North Carolina",517600,163.9,500.9,44828,17.3,36.9,35.7,37.9,2.46,43.52861582,12.6,25.5,10.9,24.6,22.4,8.8,65.3,46.2,30,18.5,56.7557221,33.37615414,4.4290921,2.759869998
"Honolulu County, Hawaii",998714,135,425.2,73985,9.8,36.9,35,39,3.06,52.71316077,7,36.7,9.1,26.4,21.6,5.6,79.2,47.3,30,13.8,21.73163798,2.63173938,42.61942454,0.915383193
"Hopewell city, Virginia",22378,244.9,547.6,40122,19.5,36.9,34.9,38.1,2.53,30.50769584,31.5,36.5,5.2,38.3,8.1,12.8,62,39.9,38.8,21.9,52.70434041,38.08519233,1.463261367,4.241662552
"Howard County, Texas",37206,181.9,441.6,47299,17.5,36.9,36.6,37.2,2.73,47.82259504,20.3,30.3,4,31.3,9.3,6.4,61.5,41.8,31.7,17.7,83.61168813,5.841296219,0.933388727,5.337210913
"Rankin County, Mississippi",149039,157.3,483.7,58368,11.1,36.9,35.9,37.9,2.62,54.32342007,15.2,26.8,12.1,26.9,18.7,5.4,73.1,52,26.8,13,77.11176675,19.68915448,1.223758355,0.673203371
"Rosebud County, Montana",9398,164.6,490.7,50751,20.5,36.9,38,36.1,2.81,52.04855842,14.9,44.9,3.9,32.7,14.8,10.6,59,40.3,27.7,14.2,61.01368691,0.203165098,0.588109495,1.21899059
"Sebastian County, Arkansas",127780,187.5,429.4,39907,22.1,36.9,35.8,38.3,2.53,47.87510841,15.8,36.4,5.3,31.9,13.1,6.1,58.1,39.8,37.9,22.7,81.4076827,6.285700816,4.388990595,2.247923754
"Shelby County, Texas",25402,193.9,403.3,35772,22,36.9,36.3,38.2,2.72,47.5308642,26.9,30.9,8.6,35.7,9.6,7.9,48.7,31.7,36.2,22.3,79.35082604,17.63654033,0.882410107,1.321671526
"Todd County, Kentucky",12531,183.7,453.4,40002,19.3,36.9,36.1,38.2,2.7,52.7479746,19.3,44.2,1.4,41.9,6.3,8.5,52.5,31.8,39.6,24.4,85.81922708,8.455764931,0.047908017,4.175982114
"Walla Walla County, Washington",60338,162.8,442.5,49819,15.7,36.9,35.5,39.1,2.5,49.3270649,13.7,29.2,5.6,22.6,16.4,6.4,65.7,40,38,18.8,86.23882396,1.649198004,1.617386063,5.63573653
"Weakley County, Tennessee",33960,205.4,443.1,36205,21.5,36.9,35.1,39.4,2.32,49.54671736,3.9,21.6,5.1,39.8,13.6,11.2,69.2,44.1,35,17.8,88.39750109,9.103588552,0.145285486,0.636350429
"Aleutians West Census Area, Alaska",5702,203.3,201.3,68387,9.9,36.8,38.8,32.9,3.59,42.88224956,11.3,52.1,7,37,10.3,2.1,69.1,58.3,11.2,6.2,31.56228008,4.732582688,37.15693174,5.295566502
"Brown County, Wisconsin",258718,158.6,479.1,54141,12,36.8,35.7,37.9,2.46,49.80425278,16.8,28.7,9,31.3,20,6.1,72.5,54.6,30,17.2,86.45045286,2.359873899,3.026496072,2.879666453
"Buchanan County, Missouri",89100,189.9,469.6,45431,17.8,36.8,35.6,38.3,2.58,44.6376899,18.3,37.5,6,36.8,13,7.5,65.2,44.5,33.5,17.9,88.80986144,5.225488773,0.867565123,1.035048738
"Burleigh County, North Dakota",92991,141.6,438.9,66734,8.2,36.8,35.4,38.2,2.3,50.32513963,7.9,33.2,10.2,24.5,23.5,2.3,83.5,58.4,22.9,8.3,92.31152874,0.913593961,0.68009476,0.310576607
"Butte County, California",225411,178.7,489.2,42302,21.9,36.8,35.2,39.1,2.55,42.75182259,8.5,25,7.9,22.6,17.5,12.1,58.5,35.9,42.3,24,83.30547618,1.432846282,4.309322262,3.278607502
"Caribou County, Idaho",6770,184.5,431.8,55770,11.5,36.8,36.1,37.5,2.57,64.00613968,9.8,30.9,3.7,35.5,14.6,1.5,78.4,51.8,28.3,11.6,98.38425382,0.102820212,0.161574618,1.086956522
"Dale County, Alabama",49565,189.1,459.6,41940,22.4,36.8,34,39.4,2.56,48.51193606,15.8,37.7,8.1,32.2,10.8,10.9,65.6,30.7,36.7,18,74.66409979,19.6486584,1.179160149,1.189187021
"Jackson County, North Carolina",41265,177.2,458.4,38130,23.5,36.8,34.8,38,2.33,46.28352971,4.7,15.1,5.4,27.6,17.5,6.2,65.1,40.8,32.9,16.2,83.30638048,3.092227776,0.867391944,1.604920122
"Johnson County, Kansas",580159,146.8,367,76104,6.6,36.8,35.6,38.1,2.56,55.46135117,11.5,25,17.1,15.2,33.6,4.5,84,63,18.9,8,86.91210873,4.488774095,4.460193291,0.918290656
"Noxubee County, Mississippi",11043,204.2,423.5,28730,31.3,36.8,34.3,40,2.69,39.93115318,21.2,33.6,6.7,30.5,7.3,19,41.5,22.2,49.2,30.5,27.76631069,71.93753926,0,0.143587903
"Okaloosa County, Florida",198664,182.8,430.2,55952,12.4,36.8,35,38.8,2.5,49.7916778,13.3,32.7,7.6,26.2,17.8,6.9,69.8,27.4,31.1,14,79.33280274,9.144961688,2.93231792,2.908389124
"Orange County, New York",377647,173.6,503.5,69228,13.4,36.8,34.9,38.6,2.9,54.25001996,13.2,31.5,9.1,29.3,17.2,7.3,71.9,54.5,31.1,17.9,75.09536901,10.05636894,2.59574196,8.511018051
"Peoria County, Illinois",186221,194.4,509.6,52448,16.7,36.8,35.5,38.3,2.39,43.42926195,12.5,25,11.4,28.6,18.2,8.7,68.1,48.5,36.5,21.7,73.95730899,17.53067681,3.685493181,1.397558681
"Santa Clara County, California",1918044,135,420,97219,8.5,36.8,35.9,37.8,2.95,56.30311056,10.6,25.8,16.8,15.2,26.1,7.7,74.1,57.3,24.8,14.2,48.30471231,2.585982167,33.76090451,9.834279814
"Socorro County, New Mexico",17256,167.8,404.4,32285,31,36.8,33.9,42.8,3.43,36.04204568,21.6,31.9,7.5,33.4,10.6,7.3,50.5,31.9,47.1,29,80.99348348,0.74882817,0.69738196,5.744826798
"Stone County, Mississippi",18070,214.2,506.8,41136,19.5,36.8,35.4,39.1,3,56.29770992,13.2,34.6,6.1,34.4,10.4,9.7,55.8,37.3,37.4,23,78.69062187,19.19012126,0.150183558,0.022249416
"Wilkinson County, Mississippi",9122,219.7,437.7,27596,32.5,36.8,35.6,42.9,2.6,36.05484575,28.5,40.8,7.3,36.1,10,9.7,42.3,27.9,48.2,32,28.87105404,70.65810594,0,0.470840021
"Cook County, Georgia",17124,183.4,483.1,32408,26.1,36.7,35.6,37.5,2.74,51.46987169,27.4,41.1,1.1,39.5,8,6.6,45,28.9,38.4,24.8,69.13638232,27.6991722,0.293547819,1.567545353
"Grant County, Kentucky",24757,205.4,513.7,46226,16.9,36.7,35.3,37.7,2.91,56.81681682,10.5,48.3,5.1,44.8,7.7,6.8,67.3,50.1,34.5,18.4,94.85610053,0.31617349,0.024321038,2.375354682
"Jim Hogg County, Texas",5200,202.2,385.1,36929,22.5,36.7,31.5,44.1,3.09,55.45023697,31.5,20.3,0,30.2,9.3,16.5,48.4,30.7,37.9,20.6,94.67455621,1.259782401,0,3.054017942
"Johnson County, Texas",159990,185,444.7,55926,13.3,36.7,35.8,37.6,2.84,59.80441464,19.2,37.6,4.8,31.7,12.4,7.3,61.2,45.6,26.8,16.5,91.93824381,2.575104535,0.819556127,1.545834674
"Laramie County, Wyoming",97121,156.1,438.5,57192,10.8,36.7,35.2,38.2,2.51,51.75899609,13.6,36,6.4,26.3,17.8,5,74.6,47.9,27.8,12.2,87.85929101,2.909955884,1.165239807,3.984030347
"Lee County, Georgia",29202,192.8,520.4,64533,11.8,36.7,35.9,37.3,2.76,61.04842736,22.6,23.2,10,28.6,13.7,7.2,73.5,52.2,24.5,14.1,75.03972915,19.8991225,2.318109583,0.72894355
"Meade County, Kentucky",27924,225.1,538.4,52377,12.6,36.7,36.9,36.5,2.73,59.26801589,20.1,47.6,3.2,39.8,8.4,11.5,67.9,36,35.6,17.3,92.13347996,3.883428414,0.814488968,0.350539556
"Olmsted County, Minnesota",151436,142.2,355.5,69430,9.8,36.7,35.8,37.7,2.52,53.62614208,14,27.3,16.6,20.9,23.8,4.1,80.4,60.9,26.4,12.5,85.5885596,5.106362952,5.864081325,0.79671364
"Pike County, Mississippi",39956,215.8,506.1,30078,30.5,36.7,34.6,39.2,2.65,39.61676485,26.7,32.6,0.5,34.5,10.1,9.5,50.8,30.8,46.2,28,45.61946351,52.47161572,0.426699938,0.551466001
"Spotsylvania County, Virginia",130475,172.5,449.4,75714,9.2,36.7,35.7,37.8,2.97,61.33152745,11.8,40.1,10.8,31.7,17.9,6.2,78.3,53.8,21.9,9.4,74.25660383,15.97215152,2.534242821,3.81467762
"St. Martin Parish, Louisiana",53835,198.1,499.7,46713,18,36.7,35.5,37.7,2.77,50.31750197,19.8,37.3,0.6,42.1,9.4,7.2,60.9,40.7,36.3,21.3,65.83781952,29.74249896,1.033392313,0.739750781
"Sumter County, Alabama",13103,216.2,433.9,25413,38.1,36.7,36,38.7,2.61,29.86500519,10.6,16.5,5.5,40.5,9.8,16.8,46.5,26.1,46.6,26.2,24.99812608,72.44584364,1.694025935,0.17240087
"Tate County, Mississippi",28296,215.5,474.6,40975,18.5,36.7,34.7,38.3,2.67,46.8612555,19.8,30.6,1.7,29.6,11.3,10,60.6,40,36.3,20.6,67.07372866,30.78303713,0.362484603,0.464543375
"Vermilion Parish, Louisiana",59875,180.3,529.1,45331,18.3,36.7,35.6,37.7,2.69,48.38043678,25,42.1,5.6,41,9.6,8.5,60.1,40.6,36.7,21.8,81.09964473,14.13973947,2.087633226,0.306208763
"Wayne County, Mississippi",20566,209.4,431.7,35425,24.7,36.7,35.3,38.2,2.67,50.85190039,23,29.9,3.1,36.4,8.8,9.4,49.2,35.1,44.7,29.7,59.1032873,38.97588018,0.350126435,0.389029372
"Wayne County, North Carolina",124132,191.3,458.6,36890,23.3,36.7,34.4,39.1,2.56,44.50241952,18,31.3,4.8,29.7,13,12.4,58.7,30,40.2,23.3,57.2691086,31.32805275,1.156366853,7.007357967
"Baker County, Florida",27420,206.1,475.3,47121,19.6,36.6,35.5,38,3,56.27056673,17.9,51.7,7.6,43.8,7.5,8.9,64.3,46.1,32.6,19.4,83.46784596,14.51262207,0.597014925,0.814446287
"Bedford County, Tennessee",47183,184.4,461.5,42252,19.1,36.6,35.9,37.4,2.72,54.33287483,17.1,42.3,5.1,41.2,9.5,7.7,59.9,38,38.8,22.7,83.76027487,7.05432088,0.724133432,4.529639455
"Caddo Parish, Louisiana",251460,199.4,492.8,39812,24.1,36.6,34.8,38.4,2.55,37.397312,22.2,30.3,7,32.9,15,7,56.7,37.4,39,24,47.84919644,47.93909132,1.204748334,0.988843614
"Clay County, Missouri",235637,176.4,492,61598,9.1,36.6,35.6,37.9,2.6,51.22952689,13.3,38.1,11.1,28.9,21,6.1,78.2,58.6,22.8,10.3,86.76077982,5.401087858,2.144026116,1.443820786
"Columbia County, Georgia",144052,156.9,409.8,68067,9.5,36.6,35.4,37.6,2.98,62.82316215,13.9,36.1,9.2,23.8,21.6,7.1,78.8,49.9,22.3,9.6,75.47942792,16.60964436,4.024110892,1.060908637
"Guadalupe County, Texas",151249,162.9,424.4,61825,10.4,36.6,35.4,37.8,2.89,58.54515734,18.7,36.9,5.1,29.7,17,5.7,71.3,43.3,26.2,12,78.66304196,7.183186951,1.649240206,9.097309355
"Hillsborough County, Florida",1349050,168.9,474.5,50758,16.8,36.6,35.5,37.6,2.64,44.25647736,16,28.6,9.8,27.3,19.5,9,61.2,42.8,31.1,19.7,71.13081441,16.63501893,3.691272592,4.938275395
"Jones County, Mississippi",68215,178.6,446.7,37367,24.4,36.6,35.6,37.9,2.71,48.71544318,18.3,30.2,5.2,28.2,10.4,7.4,52.2,35.5,43.6,27.6,69.06379987,28.86958814,0.555099889,0.443786982
"King George County, Virginia",25515,195.7,491.5,76206,7.5,36.6,36.3,37.3,2.96,61.9525003,11.3,43.6,12.4,30.3,19,7.4,83.5,55.6,20.9,7.9,76.6373882,17.95211166,1.287450367,0.481289857
"Lafourche Parish, Louisiana",98325,198.7,467.5,47382,17.6,36.6,35.6,37.6,2.68,51.08732299,17.8,37.7,6,39.1,10.2,7,63.4,44.6,33.4,19.4,79.5422369,13.35227856,0.81355028,1.597349037
"New York County, New York",1644518,145.2,463.9,75459,17.7,36.6,36.1,37.1,2.09,26.66790153,10.5,17.9,32.6,12.6,31.6,7.5,67.3,49.9,31.8,19.7,56.42651428,15.02110761,11.65334055,12.38129078
"Nobles County, Minnesota",21770,138.1,345.3,50684,13,36.6,35.6,37.6,2.71,53.9275695,41.1,29.3,4.7,34.3,10.1,6.9,67.3,42.5,33.3,18.1,80.98399963,3.983953521,5.759210587,7.202471527
"Saline County, Nebraska",14282,181.9,529,51805,10.1,36.6,35.5,37.8,2.61,53.87931034,20,18,7.2,34.7,8.1,3.4,76.3,54,25.7,11.6,91.62256267,0.793871866,2.681058496,3.189415042
"St. Landry Parish, Louisiana",83848,217.8,530.4,32683,30.1,36.6,35.2,37.8,2.68,42.65554216,26.8,50.8,2.4,44.5,9,6.1,56.3,41.4,37.8,24.7,56.36324495,40.86924282,0.392283497,0.480786481
"Valdez-Cordova Census Area, Alaska",9362,191.4,417.3,73998,9.9,36.6,36.4,36.8,3.1,52.05980066,6.3,44.6,4.6,27.2,19.7,10.7,64.4,48.1,20,9.2,73.24529479,0,3.202661953,1.195799106
"Will County, Illinois",687263,176.4,490.7,75176,8.1,36.6,35.7,37.5,3.02,60.70604543,13,33.8,10.9,27,21.2,7.8,77.6,61.8,23.2,13.3,74.80624858,11.08706935,5.003252948,6.280455266
"Bernalillo County, New Mexico",676685,147.1,404.1,47192,18.7,36.5,35.2,37.9,2.52,41.35260379,18.9,25.7,7.2,23.8,17.9,8.4,58.5,39.2,37.7,24.1,71.84702564,2.966719737,2.320819416,14.06276198
"Burke County, North Dakota",2308,166.8,448.3,62875,8.3,36.5,34.3,38.8,2.25,50.30612245,23,30.5,5.9,30.8,14.1,2.3,79.6,47.3,22.4,6.2,97.87137681,0.045289855,0.226449275,0.452898551
"Charleston County, South Carolina",389262,173.7,462.1,52752,16.8,36.5,35.3,38,2.44,41.13486198,10.6,23.3,13.8,21.6,25.9,7.7,68.4,45,28.8,15,67.18136571,28.70685217,1.37783451,0.765880763
"Chesapeake city, Virginia",235429,182.2,458.3,66625,9.8,36.5,35,38.2,2.75,54.73147035,12.2,36.1,9.7,26.5,18.8,7.5,77.9,47.6,24.9,12.4,62.28203694,29.74054753,3.279690895,1.329135607
"Eddy County, New Mexico",57578,170.8,391.3,57007,14.1,36.5,35.3,37.7,2.66,49.8110282,23.4,35.6,2.2,34,10.7,5.8,62.3,44.6,34.9,21.3,89.60119336,1.324562822,0.517603925,5.422260563
"Jackson County, Missouri",687623,188.9,453.1,46185,16.5,36.5,35.3,37.7,2.44,39.58795563,14.2,31.5,13.2,29.1,18.2,7.6,66,46.8,29.7,17.2,66.56640794,23.75103722,1.753254859,4.197354991
"Jasper County, South Carolina",27824,179.1,408.6,37715,24.5,36.5,35.4,38.6,2.85,45.9153381,25.6,40.1,1.9,36.9,10.3,11.9,49.6,30.3,40.8,26.5,48.99996233,43.96399111,0.625258955,4.836340352
"Lee County, Mississippi",85300,249.7,517.1,43374,19.4,36.5,35.2,37.6,2.6,47.92176039,19.5,28.9,6.3,27.5,14.1,7.8,61.8,44.7,36.2,21.8,68.92845383,27.96697869,0.677360177,0.839644386
"Lincoln County, Missouri",54696,191.5,468.8,53804,15.7,36.5,35.8,37.3,2.87,56.57368364,20.7,42.9,7.8,43.4,9.8,9.5,71.9,53.2,28,15.1,94.65923863,1.918291551,0.479108635,0.742804085
"Multnomah County, Oregon",790294,177.1,459.5,53519,18.6,36.5,36.1,36.9,2.41,39.73199772,12.6,24.9,12.2,18.4,25.1,8.8,67,47.1,30.7,18.1,78.20248875,5.460829913,6.866705361,3.06695054
"Panola County, Mississippi",34167,224.4,478.6,34526,25.9,36.5,35.2,37.8,2.81,41.16047144,24.7,40.4,8.7,36.7,10.7,10.3,51.5,34.4,42.9,27.7,48.81447648,50.17601024,0.046548163,0.122188927
"Passaic County, New Jersey",510916,159.1,448.4,58030,18.2,36.5,35.1,37.9,3.09,48.72735839,13.1,32.8,10.3,34.8,17.1,8.6,55.8,43.6,35.3,25,64.2678703,12.60387648,5.298143719,13.241616
"Plaquemines Parish, Louisiana",23495,180.7,458.7,51304,16,36.5,36.6,36.4,2.7,51.06802879,20.6,28.2,3.1,39.3,10.2,4.7,67.4,39.7,29,18.4,69.24869698,20.93309039,3.288274927,2.18229586
"Santa Cruz County, Arizona",46461,132.8,296.2,37465,23.6,36.5,33.5,38.9,3.04,53.67536949,25.2,27.5,5.9,25.3,14.6,11.3,49.5,28,44.6,27.9,79.75484885,0.350519406,0.989951777,17.06498417
"St. Joseph County, Indiana",268441,180.3,459.6,46388,17.2,36.5,35.3,37.6,2.5,46.38007941,13.5,31.9,10.2,31.2,16.9,8.5,68.4,50,30.2,17.1,79.52859912,12.9214282,2.013126483,2.037074456
"Whatcom County, Washington",212284,163.3,490.9,53733,15.7,36.5,35.6,37.5,2.53,48.06875024,9.4,22.1,7.7,23,21.3,8.2,68.7,44.8,31.9,17.4,85.4703042,0.880733945,3.925156929,2.425881217
"Angelina County, Texas",88255,168.3,499.2,42128,17.9,36.4,35.6,37.5,2.77,51.11663342,14.5,33.8,4.8,31.6,10.1,9.1,54.4,35.7,37.6,22.2,78.43711538,15.09550075,0.966403793,3.437115376
"Butler County, Ohio",376353,189,458.9,58558,14.4,36.4,35.2,37.7,2.68,52.67666271,9.5,33.7,7.8,34,18.4,7.2,73.6,56.5,27.7,16,86.03229738,7.785514498,2.670868475,1.001508571
"Clark County, Nevada",2114801,167.7,419.3,51241,15.6,36.4,35.9,37,2.78,43.81306543,20.2,35.5,4.9,28.8,15.1,10.8,62.9,45.4,27.3,16,63.75048389,10.83685568,9.169756707,10.14589511
"George County, Mississippi",23373,210.5,415.7,44811,17,36.4,35.3,38.6,3.02,56.87324321,18.3,46.7,2.6,40.7,7.6,9,56.2,39.4,35.7,22.5,89.27891274,7.929362881,0.683864266,0.895948753
"Hansford County, Texas",5610,129.1,448,50698,12.7,36.4,36.8,36,2.78,60.59837728,36,31.6,5.5,29.6,15.1,2.3,65.3,43.7,27.1,16.1,94.35150207,0.125921928,0.359776938,3.184025904
